"","Year","County","Acres seeded ","Acres harvested","Yield (bushels/ac)","Production ('000 bushels)","Production ('000 tonnes)"
"900",2022,"Prescott and Russell","81648.76","80671.68","173.05","13960.24","354.61"
"901",2022,"Renfrew","19635.15","19400.18","122.54","2377.27","60.39"
"902",2022,"Stormont, Dundas and Glengarry","119208.37","117781.82","178.52","21026.93","534.11"
"903",2022,"Algoma","2363.58","2363.58","168.99","399.41","10.15"
"904",2022,"Cochrane","0","0","0","0","0"
"905",2022,"Greater Sudbury","0","0","0","0","0"
"906",2022,"Kenora","0","0","0","0","0"
"907",2022,"Manitoulin","224.83","224.83","119.95","26.97","0.69"
"908",2022,"Nipissing","406.42","406.42","123.21","50.07","1.27"
"909",2022,"Rainy River","2062.36","2062.36","73.89","152.38","3.87"
"910",2022,"Sudbury","368.95","368.95","18.81","6.94","0.18"
"911",2022,"Thunder Bay","1193.32","1193.32","62.05","74.05","1.88"
"912",2022,"Timiskaming","2180.54","2180.54","110.61","241.18","6.13"
"913",2023,"Brant","32548.34","31812.51","184.50","5869.35","149.09"
"914",2023,"Chatham-Kent","194432.07","190036.48","196.11","37268.47","946.67"
"915",2023,"Elgin","149270.17","145895.58","178.87","26096.72","662.89"
"916",2023,"Essex","56651.80","55371.06","192.87","10679.40","271.27"
"917",2023,"Haldimand-Norfolk","93561.89","91446.71","174.68","15973.84","405.76"
"918",2023,"Hamilton","15263.63","14918.56","173.59","2589.75","65.78"
"919",2023,"Lambton","123706.58","120909.90","175.43","21211.28","538.80"
"920",2023,"Middlesex","178939.22","174893.88","181.92","31817.19","808.20"
"921",2023,"Niagara","23490.57","22959.51","166.33","3818.77","97"
"922",2023,"Oxford","106924.77","104507.49","199.80","20880.96","530.40"
"923",2023,"Bruce","82699.37","81257.53","174.45","14175.72","360.08"
"924",2023,"Dufferin","17070.62","16773","162.63","2727.79","69.29"
"925",2023,"Grey","34460.64","33859.83","158.81","5377.25","136.59"
"926",2023,"Halton","6013.98","5909.12","143.93","850.49","21.60"
"927",2023,"Huron","237578.91","233436.80","176.21","41133.43","1044.84"
"928",2023,"Peel","12404.28","12188.01","161.23","1965.12","49.92"
"929",2023,"Perth","149504.15","146897.59","184.55","27109.81","688.63"
"930",2023,"Simcoe","71497.94","70251.40","170.90","12005.81","304.96"
"931",2023,"Waterloo","20628.03","20268.39","181.06","3669.87","93.22"
"932",2023,"Wellington","69703.61","68488.35","174.06","11921.19","302.81"
"933",2023,"Durham","64551.82","64189.67","169.43","10875.53","276.25"
"934",2023,"Haliburton","0","0","0","0","0"
"935",2023,"Hastings","21063.51","20945.34","155.98","3267.08","82.99"
"936",2023,"Kawartha Lakes","26708.35","26558.51","161.73","4295.42","109.11"
"937",2023,"Muskoka","0","0","0","0","0"
"938",2023,"Northumberland","41381.88","41149.72","160.37","6599","167.62"
"939",2023,"Parry Sound","0","0","0","0","0"
"940",2023,"Peterborough","14844.76","14761.48","160.32","2366.62","60.12"
"941",2023,"Prince Edward","20262.88","20149.20","170.02","3425.79","87.02"
"942",2023,"York","17023.43","16927.93","163.36","2765.30","70.24"
"943",2023,"Frontenac","5330.37","5239.95","141.24","740.07","18.80"
"944",2023,"Lanark","10928.28","10742.91","168.02","1804.97","45.85"
"945",2023,"Leeds and Grenville","22756.83","22370.83","146.29","3272.73","83.13"
"946",2023,"Lennox and Addington","10828.76","10645.09","156.66","1667.68","42.36"
"947",2023,"Ottawa","73729.82","72479.21","172.62","12511.02","317.80"
"948",2023,"Prescott and Russell","96867.34","95224.28","169.64","16153.50","410.32"
"949",2023,"Renfrew","16523.65","16243.38","139.21","2261.32","57.44"
"950",2023,"Stormont, Dundas and Glengarry","137479.82","135147.89","170.99","23109","587"
"951",2023,"Algoma","776.39","721.47","166.21","119.92","3.05"
"952",2023,"Cochrane","0","0","0","0","0"
"953",2023,"Greater Sudbury","0","0","0","0","0"
"954",2023,"Kenora","0","0","0","0","0"
"955",2023,"Manitoulin","0","0","0","0","0"
"956",2023,"Nipissing","135.76","126.15","116.28","14.67","0.37"
"957",2023,"Rainy River","1678.77","1560.03","115.42","180.05","4.57"
"958",2023,"Sudbury","70.98","65.96","116.59","7.69","0.20"
"959",2023,"Thunder Bay","517.30","480.71","126.40","60.76","1.54"
"960",2023,"Timiskaming","1387.73","1289.58","108.85","140.37","3.57"
"961",2024,"Brant","39708.68","38842.08","152.33","5916.95","150.30"
"962",2024,"Chatham-Kent","183924.72","179910.76","208.05","37429.70","950.76"
"963",2024,"Elgin","137399.13","134400.54","185.54","24936.97","633.43"
"964",2024,"Essex","54824.10","53627.62","202.39","10853.83","275.70"
"965",2024,"Haldimand-Norfolk","88980.20","87038.30","181.85","15827.83","402.05"
"966",2024,"Hamilton","20595.44","20145.97","171.60","3456.98","87.81"
"967",2024,"Lambton","107164.16","104825.41","172.90","18124.72","460.39"
"968",2024,"Middlesex","177729.18","173850.43","183","31815.13","808.15"
"969",2024,"Niagara","23904.22","23382.53","171.40","4007.84","101.80"
"970",2024,"Oxford","114270.18","111776.36","194.51","21742.05","552.28"
"971",2024,"Bruce","75985.38","73826.64","185.24","13675.85","347.39"
"972",2024,"Dufferin","17205.49","16716.68","162.62","2718.44","69.05"
"973",2024,"Grey","35499.12","34490.59","145.80","5028.84","127.74"
"974",2024,"Halton","8764.34","8515.35","141.76","1207.16","30.66"
"975",2024,"Huron","217481.99","211303.33","193.68","40925.44","1039.56"
"976",2024,"Peel","15390.10","14952.87","135.83","2031.10","51.59"
"977",2024,"Perth","131040.33","127317.48","196.24","24985.15","634.66"
"978",2024,"Simcoe","64649.83","62813.13","168.67","10594.91","269.12"
"979",2024,"Waterloo","24316.70","23625.86","178.46","4216.36","107.10"
"980",2024,"Wellington","64366.72","62538.07","176.29","11024.75","280.04"
"981",2024,"Durham","63898.35","63077.52","164.59","10381.66","263.71"
"982",2024,"Haliburton","0","0","0","0","0"
"983",2024,"Hastings","22426.63","22138.55","156.66","3468.27","88.10"
"984",2024,"Kawartha Lakes","29001.65","28629.10","113.59","3252.06","82.61"
"985",2024,"Muskoka","0","0","0","0","0"
"986",2024,"Northumberland","35369.62","34915.27","161.96","5654.81","143.64"
"987",2024,"Parry Sound","0","0","0","0","0"
"988",2024,"Peterborough","16645.54","16431.71","126.12","2072.35","52.64"
"989",2024,"Prince Edward","17101.33","16881.65","175.89","2969.35","75.43"
"990",2024,"York","17956.88","17726.21","158.55","2810.50","71.39"
"991",2024,"Frontenac","6799.07","6600.38","122.15","806.21","20.48"
"992",2024,"Lanark","8946.87","8685.42","169.16","1469.26","37.32"
"993",2024,"Leeds and Grenville","23973.20","23272.64","142.67","3320.33","84.34"
"994",2024,"Lennox and Addington","12716.59","12344.98","165.19","2039.21","51.80"
"995",2024,"Ottawa","59413.83","57677.60","189.10","10906.58","277.04"
"996",2024,"Prescott and Russell","84181.99","81721.96","153.22","12521.77","318.07"
"997",2024,"Renfrew","20428.12","19831.16","141.37","2803.58","71.21"
"998",2024,"Stormont, Dundas and Glengarry","125740.33","122065.86","185.72","22670.05","575.85"
"999",2024,"Algoma","2481.54","2481.54","170.52","423.15","10.75"
"1000",2024,"Cochrane","0","0","0","0","0"
"1001",2024,"Greater Sudbury","0","0","0","0","0"
"1002",2024,"Kenora","0","0","0","0","0"
"1003",2024,"Manitoulin","310.19","310.19","197.79","61.35","1.56"
"1004",2024,"Nipissing","679.53","679.53","166.95","113.45","2.88"
"1005",2024,"Rainy River","2312.34","2312.34","145.60","336.67","8.55"
"1006",2024,"Sudbury","110.05","110.05","176.34","19.41","0.49"
"1007",2024,"Thunder Bay","1415.47","1415.47","99.15","140.35","3.56"
"1008",2024,"Timiskaming","2390.89","2390.89","105.25","251.63","6.39"
